epoch,loss
1,0.7712357640266418
2,0.6475180983543396
3,0.6205763220787048
4,0.6067572236061096
5,0.5824187397956848
6,0.5750254988670349
7,0.5771291851997375
8,0.5680632591247559
9,0.5696750283241272
10,0.5670201182365417
